"Date","Price","Open","High","Low","Vol.","Change %"
"Aug 15, 2021","25,770","26,680","26,960","25,680","4.22K","-2.94%"
"Aug 08, 2021","26,550","27,210","27,210","25,900","5.80K","-1.78%"
"Aug 01, 2021","27,030","27,470","27,830","26,710","3.94K","-0.63%"
"Jul 25, 2021","27,200","26,620","27,430","26,300","0.82K","2.18%"
"Jul 18, 2021","26,620","25,840","26,890","25,520","5.34K","2.78%"
"Jul 11, 2021","25,900","25,290","25,940","25,040","5.22K","2.74%"
"Jul 04, 2021","25,210","24,850","25,860","24,800","5.98K","1.69%"
"Jun 27, 2021","24,790","24,580","25,100","24,300","1.05K","1.52%"
"Jun 20, 2021","24,420","23,730","24,570","23,660","4.18K","2.95%"
"Jun 13, 2021","23,720","24,150","24,250","23,520","3.84K","-0.92%"
"Jun 06, 2021","23,940","24,030","24,570","23,620","9.41K","0.04%"
"May 30, 2021","23,930","23,150","24,000","23,150","4.28K","4.00%"
"May 23, 2021","23,010","22,200","23,090","22,120","4.25K","4.12%"
"May 16, 2021","22,100","21,950","22,300","21,920","6.00K","0.23%"
"May 09, 2021","22,050","21,820","22,420","21,820","5.62K","1.05%"
"May 02, 2021","21,820","21,520","22,020","21,520","5.32K","1.63%"
"Apr 25, 2021","21,470","21,550","22,360","21,410","2.13K","-0.37%"
"Apr 18, 2021","21,550","21,660","21,660","20,610","7.35K","0.51%"
"Apr 11, 2021","21,440","21,680","21,930","21,200","6.25K","-1.88%"
"Apr 04, 2021","21,850","21,460","22,040","21,240","7.34K","2.78%"
"Mar 28, 2021","21,260","20,800","21,660","20,800","1.72K","4.99%"
"Mar 21, 2021","20,250","21,550","21,550","20,150","6.02K","-6.29%"
"Mar 14, 2021","21,610","22,000","22,340","21,560","6.68K","-1.86%"
"Mar 07, 2021","22,020","22,190","22,290","21,720","5.35K","-0.59%"
"Feb 28, 2021","22,150","22,030","22,540","21,880","7.38K","2.36%"
"Feb 21, 2021","21,640","21,700","22,120","21,500","3.84K","0.37%"
"Feb 14, 2021","21,560","21,500","21,650","21,400","7.29K","0.75%"
"Feb 07, 2021","21,400","21,500","21,590","21,310","6.60K","0.05%"
"Jan 31, 2021","21,390","21,100","21,490","20,980","4.37K","3.03%"
"Jan 24, 2021","20,760","21,150","21,160","20,610","1.41K","-1.56%"
"Jan 17, 2021","21,090","21,150","21,320","21,010","6.39K","-0.05%"
"Jan 10, 2021","21,100","21,050","21,450","20,830","5.51K","0.19%"
"Jan 03, 2021","21,060","20,780","21,340","20,760","5.87K","1.49%"
"Dec 27, 2020","20,750","20,210","20,780","20,130","0.63K","2.22%"
"Dec 20, 2020","20,300","20,500","20,500","19,810","4.06K","-1.26%"
"Dec 13, 2020","20,560","20,200","20,680","20,130","4.35K","2.54%"
"Dec 06, 2020","20,050","19,850","20,320","19,630","3.36K","0.86%"
"Nov 29, 2020","19,880","20,120","20,160","19,750","2.54K","0.71%"
"Nov 22, 2020","19,740","20,340","20,380","19,700","1.53K","-1.99%"
"Nov 15, 2020","20,140","19,750","20,280","19,720","2.99K","2.23%"
"Nov 08, 2020","19,700","19,740","19,950","19,620","1.36K","0.15%"
"Nov 01, 2020","19,670","19,310","19,820","19,110","2.67K","2.66%"
"Oct 25, 2020","19,160","19,760","19,860","19,160","0.30K","-3.38%"
"Oct 18, 2020","19,830","19,790","19,930","19,520","1.33K","2.48%"
"Oct 11, 2020","19,350","18,660","19,390","18,660","1.14K","3.98%"
"Oct 04, 2020","18,610","18,250","18,650","18,060","1.00K","2.03%"
"Sep 27, 2020","18,240","17,880","18,250","17,880","0.82K","1.16%"
"Sep 20, 2020","18,030","17,990","18,100","17,820","0.86K","0.84%"
"Sep 13, 2020","17,880","17,810","18,070","17,610","1.01K","0.22%"
"Sep 06, 2020","17,840","17,550","17,860","17,400","0.80K","1.83%"
"Aug 30, 2020","17,520","17,000","17,890","17,000","0.77K","3.30%"
"Aug 23, 2020","16,960","17,000","17,530","16,800","1.49K","0.36%"
"Aug 16, 2020","16,900","16,450","16,950","16,110","2.70K","2.86%"
"Aug 09, 2020","16,430","16,420","16,490","16,210","1.80K","0.49%"
"Aug 02, 2020","16,350","16,260","16,550","16,200","1.86K","0.55%"
"Jul 26, 2020","16,260","16,000","16,300","15,620","2.03K","2.85%"
"Jul 19, 2020","15,810","16,100","16,570","15,700","4.19K","-2.04%"
"Jul 12, 2020","16,140","16,080","16,190","15,800","2.87K","0.31%"
"Jul 05, 2020","16,090","15,960","16,280","15,870","2.70K","0.75%"
"Jun 28, 2020","15,970","15,700","16,140","15,440","2.17K","1.53%"
"Jun 21, 2020","15,730","16,020","16,050","15,680","3.79K","-2.30%"
"Jun 14, 2020","16,100","16,350","16,350","15,570","3.97K","-2.01%"
"Jun 07, 2020","16,430","16,610","16,780","16,260","3.21K","-1.62%"
"May 31, 2020","16,700","15,960","16,750","15,860","3.14K","6.85%"
"May 24, 2020","15,630","15,510","15,750","15,490","0.48K","0.90%"
"May 17, 2020","15,490","15,780","16,230","15,450","5.30K","-2.15%"
"May 10, 2020","15,830","15,750","15,940","15,400","3.61K","0.89%"
"May 03, 2020","15,690","16,220","16,220","14,800","5.21K","-4.04%"
"Apr 26, 2020","16,350","16,220","16,320","15,930","0.65K","0.37%"
"Apr 19, 2020","16,290","16,370","16,490","15,840","7.44K","-1.21%"
"Apr 12, 2020","16,490","16,680","16,720","16,320","1.60K","-1.02%"
"Apr 05, 2020","16,660","16,400","16,750","16,350","1.42K","2.90%"
"Mar 29, 2020","16,190","15,850","16,410","15,850","0.56K","-0.92%"
"Mar 22, 2020","16,340","16,480","16,730","15,660","6.33K","-3.77%"
"Mar 15, 2020","16,980","18,060","18,100","16,860","7.72K","-6.75%"
"Mar 08, 2020","18,210","18,490","18,630","17,760","6.31K","-2.25%"
"Mar 01, 2020","18,630","18,400","18,880","18,110","8.24K","2.42%"
"Feb 23, 2020","18,190","19,060","19,060","17,680","4.02K","-4.81%"
"Feb 16, 2020","19,110","19,110","19,270","19,060","7.56K","0.10%"
"Feb 09, 2020","19,090","19,050","19,220","18,960","4.34K","0.32%"
"Feb 02, 2020","19,030","19,540","19,540","18,840","6.72K","-0.73%"
"Jan 26, 2020","19,170","19,300","19,450","18,950","2.45K","-1.08%"
"Jan 19, 2020","19,380","19,960","19,960","19,340","7.41K","-2.56%"
"Jan 12, 2020","19,890","20,120","20,180","19,610","7.21K","-0.55%"
"Jan 05, 2020","20,000","19,640","20,150","19,640","7.72K","1.99%"
"Dec 29, 2019","19,610","19,250","19,840","19,220","4.05K","2.08%"
"Dec 22, 2019","19,210","19,190","19,250","18,900","2.61K","0.21%"
"Dec 15, 2019","19,170","19,260","19,260","19,000","3.52K","-0.05%"
"Dec 08, 2019","19,180","19,190","19,420","18,950","3.01K","0.21%"
"Dec 01, 2019","19,140","19,150","19,210","18,950","3.41K","0.47%"
"Nov 24, 2019","19,050","18,970","19,190","18,460","1.17K","-0.16%"
"Nov 17, 2019","19,080","19,300","19,350","18,970","2.41K","-1.09%"
"Nov 10, 2019","19,290","19,150","19,380","18,930","3.18K","0.36%"
"Nov 03, 2019","19,220","19,440","19,580","19,140","3.73K","-0.88%"
"Oct 27, 2019","19,390","19,030","20,100","18,910","1.09K","-0.36%"
"Oct 20, 2019","19,460","19,580","19,580","19,350","1.63K","-0.61%"
"Oct 13, 2019","19,580","19,760","19,860","19,450","2.90K","-0.41%"
"Oct 06, 2019","19,660","19,690","19,760","19,370","2.87K","-0.15%"
"Sep 29, 2019","19,690","20,180","20,350","19,510","4.42K","-1.60%"
"Sep 22, 2019","20,010","19,740","20,210","19,410","4.95K","0.96%"
"Sep 15, 2019","19,820","19,820","19,980","19,520","3.81K","-0.20%"
"Sep 08, 2019","19,860","19,500","19,940","19,320","4.00K","2.21%"
"Sep 01, 2019","19,430","19,580","19,650","19,320","2.79K","-6.63%"
"Aug 25, 2019","20,810","20,720","21,200","20,410","7.12K","-0.67%"
"Aug 18, 2019","20,950","20,770","21,380","20,720","4.54K","0.82%"
"Aug 11, 2019","20,780","20,260","20,820","20,220","3.21K","2.47%"
"Aug 04, 2019","20,280","19,880","20,380","19,520","9.60K","0.85%"
"Jul 28, 2019","20,110","20,850","21,160","20,050","5.16K","-4.47%"
"Jul 21, 2019","21,050","21,590","21,590","21,030","7.74K","-2.05%"
"Jul 14, 2019","21,490","21,280","21,940","21,280","9.57K","1.22%"
"Jul 07, 2019","21,230","21,230","21,430","20,970","5.95K","-0.33%"
"Jun 30, 2019","21,300","21,760","21,870","21,200","7.43K","-4.78%"
"Jun 23, 2019","22,370","22,050","22,460","21,880","7.54K","1.22%"
"Jun 16, 2019","22,100","21,490","22,300","21,490","12.47K","2.60%"
"Jun 09, 2019","21,540","21,260","21,910","21,000","11.86K","1.22%"
"Jun 02, 2019","21,280","21,810","22,050","21,230","10.95K","-2.07%"
"May 26, 2019","21,730","21,590","22,180","21,420","9.23K","0.88%"
"May 19, 2019","21,540","21,270","21,580","21,060","12.36K","1.27%"
"May 12, 2019","21,270","21,320","21,420","19,950","21.67K","-1.71%"
"May 05, 2019","21,640","22,190","22,190","21,500","19.84K","-2.96%"
